patentno,risk,satisfy,name,home,resident,surgery,history,cost,centile
71038,0,20270.0,Haynesville,LA,3180,1341,10.56604,42.46693,81
71039,0,20822.0,Heflin,LA,1468,651,8.31063,44.60877,81
71040,0,19373.0,Homer,LA,6053,2206,13.53048,40.23223,81
71044,0,20229.0,Ida,LA,525,214,5.14286,52.00718,81
71046,0,15805.0,Keatchie,LA,762,309,7.34908,60.4765,81
71047,0,10833.0,Keithville,LA,7175,3016,13.6446,63.80434,81
71049,0,20403.0,Logansport,LA,2244,1013,11.76471,40.04525,81
71051,0,12953.0,Elm Grove,LA,1285,556,9.64981,64.01748,81
71052,0,21819.0,Mansfield,LA,6984,2970,10.76747,36.47289,81
71055,0,15519.0,Minden,LA,13159,5507,15.78387,46.63033,81
71060,0,14738.0,Mooringsport,LA,1830,802,11.47541,56.1758,81
71061,0,23419.0,Oil City,LA,1242,547,4.34783,35.75501,81
71063,0,23445.0,Pelican,LA,555,229,10.09009,25.5492,81
71064,0,21272.0,Plain Dealing,LA,2844,1105,9.7398,40.48853,81
71065,0,21867.0,Pleasant Hill,LA,770,285,6.36364,43.82552,81
71067,0,21945.0,Princeton,LA,1091,475,6.78277,42.80298,81
71068,0,22129.0,Ringgold,LA,2679,1110,8.7346,38.44998,81
71069,0,23161.0,Rodessa,LA,539,205,3.8961,39.68827,81
71070,0,16346.0,Saline,LA,1070,452,12.8972,49.61819,81
71071,0,20315.0,Sarepta,LA,2124,931,9.13371,44.81276,81
71072,0,18022.0,Shongaloo,LA,1129,489,9.38884,51.09578,81
71073,0,20476.0,Sibley,LA,1483,566,9.30546,44.0452,81
71075,0,18437.0,Springhill,LA,4332,1772,11.84211,45.766,81
71078,0,15018.0,Stonewall,LA,2745,1226,9.03461,59.63833,81
71082,0,19997.0,Vivian,LA,3573,1473,9.17996,45.71631,81
71101,0,23469.0,Shreveport,LA,6093,1897,10.78287,23.81924,81
71103,0,23422.0,Shreveport,LA,6637,2248,8.63342,28.33177,81
71104,0,7361.0,Shreveport,LA,9467,3572,33.11503,45.96868,81
71105,0,3141.0,Shreveport,LA,13943,5461,42.24342,71.75324,81
71106,0,6360.0,Shreveport,LA,20998,8898,31.30774,55.60177,81
71107,0,17786.0,Shreveport,LA,18424,7945,12.51086,46.42111,81
71108,0,22905.0,Shreveport,LA,11831,5435,7.59868,35.39019,81
71109,0,22658.0,Shreveport,LA,15025,6394,10.27621,32.59324,81
71110,0,9091.0,Barksdale AFB,LA,1262,729,23.37559,53.63252,81
71111,0,9589.0,Bossier City,LA,19109,8248,21.39829,55.07219,81
71112,0,10314.0,Bossier City,LA,17139,7406,16.76294,60.19929,81
71115,0,3249.0,Shreveport,LA,7450,2734,40.13423,73.75126,81
71118,0,8490.0,Shreveport,LA,15848,6715,19.3526,63.51144,81
71119,0,5958.0,Shreveport,LA,7529,3216,25.68734,68.26588,81
71129,0,12253.0,Shreveport,LA,7577,3279,15.96938,55.04996,81
71201,0,3544.0,Monroe,LA,14387,5534,40.96059,68.21227,81
71202,0,22770.0,Monroe,LA,16041,7304,10.58538,31.20326,81
71203,0,7584.0,Monroe,LA,19289,8532,26.11333,56.57593,81
71219,0,18542.0,Baskin,LA,756,345,10.18519,48.35374,81
71220,0,20974.0,Bastrop,LA,16522,7198,9.61748,41.76213,81
71222,0,19421.0,Bernice,LA,2291,946,12.13444,42.497,81
71225,0,10399.0,Calhoun,LA,3164,1473,20.06953,54.22879,81
71226,0,16892.0,Chatham,LA,1149,495,17.31941,40.64413,81
71227,0,13386.0,Choudrant,LA,1952,882,15.01025,53.62991,81
71229,0,17928.0,Collinston,LA,1082,378,13.21627,44.74477,81
71232,0,20839.0,Delhi,LA,4341,1861,11.72541,38.67227,81
71234,0,17574.0,Downsville,LA,2634,1226,11.27563,49.16053,81
71235,0,10272.0,Dubach,LA,2613,1191,20.05358,54.69299,81
71237,0,22859.0,Epps,LA,1251,403,5.03597,40.11325,81
71238,0,14352.0,Eros,LA,1607,721,15.74362,49.85225,81
71241,0,16026.0,Farmerville,LA,6256,2672,14.19437,48.13929,81
71245,0,4910.0,Grambling,LA,1411,621,48.05103,39.46206,81
71247,0,20339.0,Hodge,LA,673,259,13.07578,37.94394,81
71251,0,17541.0,Jonesboro,LA,5437,2314,12.69082,46.81339,81
71254,0,22189.0,Lake Providence,LA,4804,1832,13.19734,30.38732,81
71259,0,21520.0,Mangham,LA,1134,528,10.40564,38.41075,81
71260,0,20734.0,Marion,LA,2025,889,7.65432,45.99352,81
71261,0,22305.0,Mer Rouge,LA,942,435,10.19108,34.841,81
71263,0,19563.0,Oak Grove,LA,5610,2372,10.62389,44.63493,81
71264,0,18196.0,Oak Ridge,LA,758,302,13.85224,42.90628,81
71266,0,22750.0,Pioneer,LA,1166,505,8.31904,35.28166,81
71268,0,15364.0,Quitman,LA,1953,918,10.8551,55.573,81
71269,0,20060.0,Rayville,LA,7768,3211,13.92894,37.31629,81
71270,0,5937.0,Ruston,LA,15265,6681,35.10645,52.24123,81
71275,0,14188.0,Simsboro,LA,1516,674,16.35884,49.24553,81
71277,0,21904.0,Spearsville,LA,1388,650,7.42075,41.8432,81
71280,0,13865.0,Sterlington,LA,1652,746,14.16465,53.82997,81
71282,0,22853.0,Tallulah,LA,6839,2803,11.1566,29.6276,81
71291,0,6649.0,West Monroe,LA,19896,8588,25.12063,64.31431,81
71292,0,18139.0,West Monroe,LA,12628,5689,10.99145,48.0203,81
71295,0,22402.0,Winnsboro,LA,8980,3831,9.85523,34.92076,81
71301,0,17422.0,Alexandria,LA,14553,5671,17.02055,39.68697,81
71302,0,21810.0,Alexandria,LA,9044,3950,10.23883,37.42613,81
71303,0,7666.0,Alexandria,LA,12373,5089,25.42633,57.3278,81
71322,0,21648.0,Bunkie,LA,4705,1931,10.79702,37.22999,81
71323,0,16687.0,Center Point,LA,696,311,12.21264,49.94901,81
71325,0,22709.0,Cheneyville,LA,1081,415,11.00833,30.91951,81
71326,0,23789.0,Clayton,LA,753,320,5.71049,25.60673,81
71327,0,22808.0,Cottonport,LA,3819,1119,6.10107,38.66835,81
71328,0,12924.0,Deville,LA,3988,1907,13.18957,58.00252,81
71331,0,20651.0,Effie,LA,536,213,8.20896,45.31226,81
71334,0,23062.0,Ferriday,LA,6024,2432,9.64475,30.75606,81
71336,0,21615.0,Gilbert,LA,1217,529,8.70994,40.94488,81
71340,0,19527.0,Harrisonburg,LA,825,282,12.12121,42.1701,81
71341,0,23174.0,Hessmer,LA,1729,744,4.16426,39.08547,81
71342,0,17165.0,Jena,LA,4773,1978,11.92122,49.22068,81
71343,0,22297.0,Jonesville,LA,5176,2364,9.04173,36.87301,81
71346,0,17953.0,Lecompte,LA,2086,839,11.74497,47.21482,81
71350,0,22172.0,Mansura,LA,2908,1179,8.8033,38.04985,81
71351,0,22387.0,Marksville,LA,6895,2935,9.3546,35.84655,81
71353,0,23468.0,Melville,LA,1348,648,6.23145,31.66876,81
71354,0,20072.0,Monterey,LA,1042,455,9.21305,45.41556,81
71355,0,20180.0,Moreauville,LA,1523,664,7.35391,48.33413,81
71357,0,21048.0,Newellton,LA,1750,645,13.6,34.63048,81
71358,0,23487.0,Palmetto,LA,746,324,6.97051,30.1088,81
71360,0,12157.0,Pineville,LA,24914,10207,17.41992,52.85188,81
71362,0,22970.0,Plaucheville,LA,1191,470,5.03778,39.32476,81
71366,0,17965.0,Saint Joseph,LA,1460,611,19.0411,34.60825,81
71367,0,19324.0,Saint Landry,LA,935,422,6.41711,52.6309,81
71368,0,23202.0,Sicily Island,LA,891,383,10.21324,28.30954,81
71369,0,23684.0,Simmesport,LA,2028,815,4.63511,30.06565,81
71371,0,16841.0,Trout,LA,1221,516,13.26781,47.76401,81
71373,0,20103.0,Vidalia,LA,4518,2034,10.27003,43.513,81
71375,0,23344.0,Waterproof,LA,927,365,8.73786,29.19871,81
71378,0,23333.0,Wisner,LA,1779,764,9.10624,28.72405,81
71403,0,18858.0,Anacoco,LA,2646,1171,10.1285,47.58879,81
71404,0,22104.0,Atlanta,LA,578,249,7.61246,40.49899,81
71409,0,14535.0,Boyce,LA,4215,1842,14.80427,50.97809,81
71411,0,23319.0,Campti,LA,1847,850,6.3346,33.62363,81
71415,0,23478.0,Clarks,LA,679,164,3.82916,35.68702,81
71417,0,20981.0,Colfax,LA,3299,1373,11.12458,39.12732,81
71418,0,20693.0,Columbia,LA,4468,1813,8.97493,43.83467,81
71419,0,17589.0,Converse,LA,1428,607,12.88515,46.34919,81
71422,0,20697.0,Dodson,LA,1051,463,5.70885,49.44428,81
71423,0,17473.0,Dry Prong,LA,2768,1332,12.24711,47.77709,81
71424,0,16306.0,Elmer,LA,637,304,12.71586,50.03008,81
71429,0,20361.0,Florien,LA,2055,902,9.24574,44.52116,81
71430,0,16767.0,Forest Hill,LA,1424,614,10.60393,52.52891,81
71432,0,21606.0,Georgetown,LA,690,287,5.21739,46.99253,81
71433,0,21758.0,Glenmora,LA,2474,1138,8.85206,40.02956,81
71435,0,19330.0,Grayson,LA,1873,861,9.55686,47.20567,81
71438,0,22828.0,Hineston,LA,812,319,6.52709,37.81187,81
71439,0,19667.0,Hornbeck,LA,1227,547,9.20945,46.73362,81
71446,0,18211.0,Leesville,LA,13631,5986,12.62563,44.98013,81
71447,0,22676.0,Lena,LA,1032,475,3.58527,43.96805,81
71449,0,19810.0,Many,LA,6229,2645,12.97158,39.76019,81
71450,0,12536.0,Marthaville,LA,700,315,15.85714,54.42493,81
71454,0,20938.0,Montgomery,LA,1493,670,7.36772,45.766,81
71456,0,21263.0,Natchez,LA,631,253,13.78764,33.54648,81
71457,0,12162.0,Natchitoches,LA,14511,6284,22.76204,43.62807,81
71459,0,13964.0,Fort Polk,LA,5496,3277,20.28748,42.99781,81
71461,0,17286.0,Newllano,LA,1409,684,14.19446,44.94875,81
71462,0,21155.0,Noble,LA,959,379,9.80188,40.8625,81
71463,0,22119.0,Oakdale,LA,7878,2607,8.98705,38.0747,81
71465,0,18094.0,Olla,LA,2002,873,11.48851,47.26582,81
71467,0,19000.0,Pollock,LA,3077,1345,9.19727,48.7944,81
71468,0,17247.0,Provencal,LA,602,260,12.45847,48.0543,81
71469,0,20944.0,Robeline,LA,1775,761,11.21127,39.12993,81
71479,0,19128.0,Tullos,LA,612,263,6.86275,52.42953,81
71480,0,22823.0,Urania,LA,775,217,6.58064,37.7491,81
71483,0,21091.0,Winnfield,LA,8231,2998,10.50905,39.86872,81
71485,0,7435.0,Woodworth,LA,977,469,24.05322,61.1303,81
71486,0,21077.0,Zwolle,LA,3105,1430,10.20934,40.41007,81
71601,0,19798.0,Pine Bluff,AR,11414,4914,15.48975,35.47126,81
71602,0,14669.0,White Hall,AR,13035,5095,12.49712,54.61715,81
71603,0,10208.0,Pine Bluff,AR,23020,9751,19.87402,55.27879,81
71631,0,23762.0,Banks,AR,539,216,6.12245,25.64857,81
71635,0,16683.0,Crossett,AR,8917,3963,10.85567,52.29092,81
71638,0,22650.0,Dermott,AR,3235,1183,7.72798,37.04039,81
71639,0,20978.0,Dumas,AR,4574,1999,9.09488,42.64606,81
71640,0,23424.0,Eudora,AR,2474,1074,8.5287,28.47953,81
71643,0,21377.0,Gould,AR,1064,469,11.74812,36.62457,81
71644,0,23653.0,Grady,AR,2888,298,1.97368,35.59549,81
71646,0,18401.0,Hamburg,AR,4629,2040,9.37568,50.12423,81
71647,0,22613.0,Hermitage,AR,1513,615,6.80767,38.91025,81
71652,0,20847.0,Kingsland,AR,837,355,6.45161,47.7444,81
71653,0,14257.0,Lake Village,AR,3715,1550,16.95828,48.00723,81
71654,0,20783.0,Mc Gehee,AR,3308,1499,13.66384,35.47649,81
71655,0,12431.0,Monticello,AR,9447,4108,18.5985,49.99478,81
71658,0,23074.0,Montrose,AR,545,258,6.23853,36.46243,81
71660,0,21743.0,New Edinburg,AR,692,313,8.52601,40.64413,81
71663,0,20992.0,Portland,AR,601,263,10.48253,40.2087,81
71665,0,16193.0,Rison,AR,3811,1697,11.02073,53.18924,81
71667,0,18613.0,Star City,AR,5231,2222,10.17014,48.1746,81
71670,0,18349.0,Tillar,AR,1000,435,15.4,39.85696,81
71671,0,18845.0,Warren,AR,6253,2556,13.64145,41.58429,81
71674,0,20866.0,Watson,AR,675,286,7.7037,45.51494,81
71675,0,19972.0,Wilmar,AR,1238,558,11.71244,41.43915,81
71676,0,23732.0,Wilmot,AR,639,244,5.47731,27.58251,81
71701,0,16670.0,Camden,AR,14624,6259,13.47101,47.81501,81
71720,0,21080.0,Bearden,AR,1884,785,8.86412,42.72583,81
71726,0,20993.0,Chidester,AR,1056,427,10.32197,40.47807,81
71730,0,14011.0,El Dorado,AR,23020,9921,16.37706,49.63257,81
71740,0,19265.0,Emerson,AR,1142,483,7.70578,50.59497,81
71742,0,20104.0,Fordyce,AR,4253,1775,10.62779,42.89582,81
71743,0,20536.0,Gurdon,AR,2862,1210,8.1761,45.766,81
71744,0,20801.0,Hampton,AR,2379,1020,7.86045,45.42603,81
71747,0,20779.0,Huttig,AR,935,380,7.37968,46.31127,81
71749,0,20407.0,Junction City,AR,2030,874,9.26108,44.34726,81
71751,0,14880.0,Louann,AR,707,275,14.14427,51.18077,81
71752,0,22200.0,Mc Neil,AR,740,317,8.10811,39.07893,81
71753,0,11809.0,Magnolia,AR,10599,4417,20.95481,47.86993,81
71762,0,17126.0,Smackover,AR,1980,786,13.68687,46.2825,81
71763,0,20498.0,Sparkman,AR,1231,513,7.4736,47.10891,81
71764,0,20990.0,Stephens,AR,1512,668,7.80423,44.83237,81
71765,0,22311.0,Strong,AR,1544,636,7.64249,39.228,81
71766,0,20715.0,Thornton,AR,612,236,7.18954,46.85523,81
71770,0,20170.0,Waldo,AR,2320,1022,9.56897,44.55516,81
71801,0,19636.0,Hope,AR,10790,4617,11.56626,42.74937,81
71822,0,16777.0,Ashdown,AR,5949,2582,11.19516,51.48675,81
71826,0,22897.0,Bradley,AR,909,373,8.69087,33.56609,81
71832,0,19510.0,De Queen,AR,5853,2478,9.92653,46.03144,81
71833,0,20466.0,Dierks,AR,1684,728,9.56057,43.64115,81
71834,0,21702.0,Doddridge,AR,1010,438,7.92079,41.86412,81
71835,0,22220.0,Emmet,AR,903,388,8.30565,38.54674,81
71836,0,21446.0,Foreman,AR,2208,983,8.06159,42.71144,81
71837,0,19978.0,Fouke,AR,2594,1251,7.17039,49.24683,81
71838,0,20613.0,Fulton,AR,919,407,8.16104,45.53194,81
71841,0,22922.0,Gillham,AR,701,296,5.42083,38.99394,81
71842,0,18891.0,Horatio,AR,1454,674,11.41678,45.28219,81
71845,0,19465.0,Lewisville,AR,1743,717,10.21228,45.66924,81
71846,0,21412.0,Lockesburg,AR,1775,775,6.70423,45.17627,81
71851,0,20691.0,Mineral Springs,AR,1621,698,9.99383,42.07988,81
71852,0,17025.0,Nashville,AR,6503,2787,12.59419,48.44266,81
71854,0,16518.0,Texarkana,AR,21936,9388,13.44365,48.24652,81
71855,0,21678.0,Ozan,AR,551,247,8.71143,40.61144,81
71857,0,17522.0,Prescott,AR,4274,1772,12.75152,46.77155,81
71858,0,22013.0,Rosston,AR,1697,729,6.06953,43.65815,81
71860,0,21121.0,Stamps,AR,2095,864,10.11933,40.4323,81
71861,0,19038.0,Taylor,AR,1520,652,10,47.30374,81
71862,0,19177.0,Washington,AR,537,218,10.42831,46.17528,81
71901,0,15993.0,Hot Springs National Park,AR,19949,7582,16.09103,44.94614,81
71909,0,4807.0,Hot Springs Village,AR,11402,4959,33.08192,66.47185,81
71913,0,12598.0,Hot Springs National Park,AR,26834,10765,18.48029,49.75287,81
71921,0,21841.0,Amity,AR,2206,978,8.2049,40.76966,81
71923,0,8402.0,Arkadelphia,AR,9517,4088,25.70138,52.96826,81
71929,0,17871.0,Bismarck,AR,2713,1215,12.42167,46.29689,81
71933,0,18778.0,Bonnerdale,AR,1125,448,9.95556,48.10137,81
71935,0,21513.0,Caddo Gap,AR,660,282,5.60606,46.69963,81
71937,0,22736.0,Cove,AR,1363,590,7.99707,35.959,81
71940,0,21144.0,Delight,AR,1261,540,8.00952,43.99551,81
71941,0,19288.0,Donaldson,AR,1289,585,8.14585,49.75549,81
71943,0,20396.0,Glenwood,AR,2477,1070,10.49657,42.25509,81
71944,0,22746.0,Grannis,AR,520,241,5.57692,40.04525,81
71945,0,22278.0,Hatfield,AR,1078,476,9.3692,36.40489,81
71953,0,19529.0,Mena,AR,9840,4185,11.77846,42.75852,81
71956,0,21574.0,Mountain Pine,AR,2025,888,5.58025,46.48518,81
71957,0,20776.0,Mount Ida,AR,2306,922,9.15004,43.2711,81
71958,0,17884.0,Murfreesboro,AR,1800,695,12.55556,46.01314,81
71959,0,23211.0,Newhope,AR,580,261,5.17241,36.91224,81
71960,0,22100.0,Norman,AR,1213,527,9.39819,37.45097,81
71961,0,19726.0,Oden,AR,586,254,10.9215,43.58623,81
71962,0,22308.0,Okolona,AR,622,285,7.07396,40.2087,81
71964,0,13660.0,Pearcy,AR,2699,1240,14.70915,53.44553,81
71968,0,17200.0,Royal,AR,2689,1217,10.67311,51.26184,81
71970,0,22592.0,Story,AR,554,237,7.22022,38.32053,81
71973,0,22590.0,Wickes,AR,730,340,9.0411,35.19013,81
72002,0,13729.0,Alexander,AR,8547,3747,10.48321,60.55495,81
72003,0,13301.0,Almyra,AR,603,265,14.26202,55.1428,81
72004,0,22898.0,Altheimer,AR,990,434,8.78788,33.39087,81
72006,0,23238.0,Augusta,AR,2040,914,7.15686,33.18558,81
72007,0,15362.0,Austin,AR,3075,1454,10.27642,56.57201,81
72010,0,19866.0,Bald Knob,AR,4119,1825,8.73999,46.91538,81
72011,0,16648.0,Bauxite,AR,1785,843,9.29972,55.0578,81
72012,0,12819.0,Beebe,AR,5815,2617,14.92691,55.2984,81
72013,0,19173.0,Bee Branch,AR,1144,525,9.09091,48.48973,81
72015,0,9641.0,Benton,AR,26276,11293,16.02984,64.13124,81
72016,0,10873.0,Bigelow,AR,1852,838,16.36069,58.96361,81
72017,0,23082.0,Biscoe,AR,587,252,5.45145,37.75695,81
72020,0,22072.0,Bradford,AR,3002,1315,4.66356,45.78561,81
72021,0,22403.0,Brinkley,AR,3384,1453,8.24468,37.69418,81
72022,0,5441.0,Bryant,AR,5244,2354,25.07628,73.76433,81
72023,0,7685.0,Cabot,AR,15771,7214,18.73692,68.71176,81
72024,0,16428.0,Carlisle,AR,2652,1098,10.97285,52.73943,81
72025,0,20105.0,Casa,AR,625,286,8.96,45.766,81
72027,0,18142.0,Center Ridge,AR,910,390,10,49.7228,81
72029,0,21507.0,Clarendon,AR,1466,605,10.23192,38.75072,81
72031,0,21623.0,Clinton,AR,5053,2053,9.89511,38.87364,81
72032,0,5591.0,Conway,AR,33713,14905,30.85753,62.50328,81
72036,0,23812.0,Cotton Plant,AR,787,348,7.62389,21.72316,81
72039,0,21846.0,Damascus,AR,1168,511,7.7911,41.46007,81
72040,0,21428.0,Des Arc,AR,2106,876,8.73694,41.6196,81
72041,0,17064.0,De Valls Bluff,AR,1119,464,9.91957,52.9395,81
72042,0,22190.0,De Witt,AR,3831,1655,8.69225,38.14531,81
72044,0,17742.0,Edgemont,AR,611,267,15.22095,41.86805,81
72045,0,18632.0,El Paso,AR,803,367,6.10212,55.12711,81
72046,0,19807.5,England,AR,3928,1414,10.08147,44.77353,81
72047,0,17136.0,Enola,AR,609,282,10.18062,52.304,81
72051,0,21669.0,Fox,AR,546,241,9.52381,39.27769,81
72055,0,13805.0,Gillett,AR,703,312,17.3542,48.48973,81
72057,0,23134.0,Grapevine,AR,616,284,1.94805,43.38878,81
72058,0,10560.0,Greenbrier,AR,7556,3492,16.60932,59.59518,81
72060,0,18651.0,Griffithville,AR,549,248,8.19672,51.48675,81
72063,0,19463.0,Hattieville,AR,936,416,8.97436,47.80978,81
72064,0,18583.0,Hazen,AR,1840,775,9.18478,49.94901,81
72065,0,12827.0,Hensley,AR,3090,1373,9.61165,64.43461,81
72067,0,20793.0,Higden,AR,1972,824,8.92495,43.62023,81
72069,0,23229.0,Holly Grove,AR,1259,506,7.94281,31.92767,81
72070,0,22208.0,Houston,AR,1136,459,6.77817,41.24432,81
72073,0,21830.0,Humphrey,AR,991,393,5.54995,45.39464,81
72076,0,14914.0,Jacksonville,AR,23617,10910,13.38019,52.42561,81
72081,0,20834.0,Judsonia,AR,4943,2133,7.78879,45.47702,81
72082,0,23162.0,Kensett,AR,1335,528,5.69288,36.57227,81
72084,0,21998.0,Leola,AR,808,364,5.19802,45.27565,81
72086,0,14830.0,Lonoke,AR,6452,2799,12.33726,54.43539,81
72087,0,14956.0,Lonsdale,AR,945,419,12.48677,53.84958,81
72088,0,9556.0,Fairfield Bay,AR,2246,830,21.90561,54.32293,81
72101,0,21065.0,Mc Crory,AR,2501,1036,9.19632,42.18841,81
72102,0,20071.0,Mc Rae,AR,1521,675,10.45365,43.27895,81
72103,0,14786.0,Mabelvale,AR,7406,3328,11.0451,56.79168,81
72104,0,17665.0,Malvern,AR,14267,6279,11.36188,48.74602,81
72106,0,16829.0,Mayflower,AR,2881,1242,11.31552,51.15593,81
72110,0,15207.0,Morrilton,AR,7060,2957,13.73938,50.99379,81
72111,0,20212.0,Mount Vernon,AR,731,316,7.66074,47.7274,81
72112,0,18299.0,Newport,AR,7174,2682,13.18651,43.7706,81
72113,0,2268.0,Maumelle,AR,8314,3669,40.94299,89.69875,81
72114,0,23664.0,North Little Rock,AR,8259,3331,6.23562,27.9238,81
72116,0,2944.0,North Little Rock,AR,14799,5888,38.77289,81.0712,81
72117,0,22476.0,North Little Rock,AR,7637,3303,5.38169,42.21717,81
72118,0,11394.0,North Little Rock,AR,14987,6222,16.7345,56.50009,81
72120,0,6317.0,Sherwood,AR,18494,8021,23.99697,68.53001,81
72121,0,19153.0,Pangburn,AR,1666,744,9.12365,48.47796,81
72122,0,12198.0,Paron,AR,661,281,16.18759,54.83813,81
72125,0,19666.0,Perry,AR,1120,524,6.51786,51.38868,81
72126,0,16339.0,Perryville,AR,2431,1017,11.92925,51.30761,81
72127,0,18707.0,Plumerville,AR,1324,576,7.40181,52.7002,81
72129,0,16970.0,Prattsville,AR,863,396,8.22711,56.08427,81
72131,0,18578.0,Quitman,AR,2747,1205,11.61267,45.78823,81
72132,0,12758.0,Redfield,AR,1947,868,9.60452,64.61113,81
72135,0,5797.0,Roland,AR,1861,798,25.84632,69.39172,81
72136,0,12723.0,Romance,AR,1045,481,14.54545,56.18626,81
72137,0,15712.0,Rose Bud,AR,1312,596,15.47256,46.67347,81
72142,0,14631.0,Scott,AR,1281,578,11.55347,56.34187,81
72143,0,9411.0,Searcy,AR,18023,7838,22.68213,53.51876,81
72150,0,12871.0,Sheridan,AR,7274,3132,13.1427,58.21827,81
72152,0,22708.0,Sherrill,AR,526,196,4.18251,42.68922,81
72153,0,19926.0,Shirley,AR,1620,708,12.16049,40.81804,81
72157,0,16541.0,Springfield,AR,873,365,9.27835,55.37686,81
72160,0,14845.0,Stuttgart,AR,7461,3281,14.07318,51.38476,81
72167,0,19443.0,Traskwood,AR,1206,547,5.97015,53.05325,81
72168,0,23359.0,Tucker,AR,773,113,1.94049,40.69905,81
72173,0,12325.0,Vilonia,AR,3893,1834,13.92242,58.34511,81
72176,0,14702.0,Ward,AR,3159,1465,13.29535,53.15786,81
72201,0,18456.0,Little Rock,AR,529,38,18.14745,34.86977,81
72202,0,8888.0,Little Rock,AR,8532,2624,31.65729,40.36561,81
72204,0,14414.0,Little Rock,AR,19758,7982,17.89149,45.99483,81
72205,0,3861.0,Little Rock,AR,17567,5765,39.71651,65.94489,81
72206,0,16724.0,Little Rock,AR,17101,6948,13.61909,47.43581,81
72207,0,1032.0,Little Rock,AR,7149,2679,58.91733,95.5241,81
72209,0,16025.0,Little Rock,AR,20936,9749,15.9295,45.15405,81
72210,0,6220.0,Little Rock,AR,4441,1847,23.62081,69.95007,81
72211,0,1616.0,Little Rock,AR,10684,4044,55.25084,81.0712,81
72212,1,762.0,Little Rock,AR,6929,2955,58.92625,111.0074,81
72223,1,684.0,Little Rock,AR,10758,4596,58.7005,116.634,81
72227,0,1585.0,Little Rock,AR,8818,3389,50.35155,90.16948,81
72301,0,19715.0,West Memphis,AR,16135,7173,11.60211,42.47739,81
72315,0,17234.0,Blytheville,AR,16561,7334,13.12119,46.94545,81
72320,0,22435.0,Brickeys,AR,1339,64,0.89619,50.12423,81
72324,0,20959.0,Cherry Valley,AR,1509,694,8.81378,43.20703,81
72326,0,21143.0,Colt,AR,1394,598,5.88235,47.67248,81
72327,0,22766.0,Crawfordsville,AR,1318,558,7.28376,36.9397,81
72330,0,23260.0,Dyess,AR,524,240,4.96183,36.77625,81
72331,0,23303.0,Earle,AR,2301,1005,7.60539,31.62431,81
72333,0,23403.0,Elaine,AR,616,276,7.95455,29.69298,81
72335,0,20725.0,Forrest City,AR,12168,4614,11.35766,39.64251,81
72342,0,21390.0,Helena,AR,4299,1826,15.86415,29.48115,81
72346,0,22872.0,Heth,AR,628,267,4.61783,40.76051,81
72347,0,19632.0,Hickory Ridge,AR,616,286,11.36364,43.11026,81
72348,0,21570.0,Hughes,AR,2124,917,9.51036,39.73927,81
72350,0,22436.0,Joiner,AR,899,364,7.11902,39.4006,81
72351,0,19054.0,Keiser,AR,587,245,9.19932,48.64011,81
72354,0,22388.0,Lepanto,AR,1625,757,7.56923,38.92202,81
72355,0,20479.0,Lexa,AR,2015,857,9.8263,43.13642,81
72358,0,23415.0,Luxora,AR,1198,472,5.7596,33.3438,81
72360,0,23069.0,Marianna,AR,4801,2187,9.20641,31.42424,81
72364,0,9620.0,Marion,AR,7548,3416,19.81982,57.69654,81
72365,0,22210.0,Marked Tree,AR,2343,917,7.21297,40.47545,81
72366,0,21697.0,Marvell,AR,1879,803,11.2826,36.11068,81
72368,0,23264.0,Moro,AR,936,401,4.91453,36.83902,81
72370,0,22198.0,Osceola,AR,5824,2634,10.52541,34.95346,81
72372,0,23189.0,Palestine,AR,1538,692,4.03121,39.10639,81
72373,0,23568.0,Parkin,AR,1162,506,4.47504,33.12543,81
72374,0,22679.0,Poplar Grove,AR,553,254,6.87161,38.29437,81
72376,0,17929.0,Proctor,AR,1239,516,11.0573,48.45835,81
72384,0,23646.0,Turrell,AR,742,340,2.02156,35.6321,81
72386,0,21238.0,Tyronza,AR,1367,628,6.29115,46.55448,81
72390,0,21450.0,West Helena,AR,5867,2700,12.30612,35.36797,81
72395,0,16044.0,Wilson,AR,722,342,12.04986,51.7875,81
72396,0,18767.0,Wynne,AR,9006,4004,10.87053,46.55841,81
72401,0,10660.0,Jonesboro,AR,28862,12393,21.5439,50.76626,81
72404,0,4513.0,Jonesboro,AR,10281,4691,32.45793,70.60779,81
72411,0,20005.0,Bay,AR,1513,705,8.12954,47.51165,81
72415,0,22292.0,Black Rock,AR,1130,507,7.16814,40.12371,81
72416,0,20383.0,Bono,AR,3216,1500,9.14179,44.62577,81
72417,0,20443.0,Brookland,AR,1693,776,6.26108,49.40636,81
72419,0,22456.0,Caraway,AR,1238,546,5.73506,41.73467,81
72422,0,22649.0,Corning,AR,3765,1553,6.13546,39.78896,81
72432,0,22288.0,Harrisburg,AR,4293,1853,6.47566,41.34631,81
72433,0,22973.0,Hoxie,AR,2313,1032,5.57717,38.37021,81
72434,0,20929.0,Imboden,AR,1295,566,11.04247,39.45291,81
72436,0,22152.0,Lafe,AR,743,319,2.28802,49.42466,81
72437,0,20262.0,Lake City,AR,2145,964,8.57809,45.9216,81
72438,0,19180.0,Leachville,AR,1642,721,10.23142,46.50872,81
72442,0,21370.0,Manila,AR,2990,1322,8.22743,42.70883,81
72443,0,22791.0,Marmaduke,AR,1851,824,5.07834,40.54868,81
